product_id,name,category,unit_price
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,228.78
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,233.38
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,80.78
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,220.96
FUR-CH-10004289,Global Super Steno Chair,Furniture,76.78
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,48.71
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,240.78
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,24.0
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,100.89
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,174.46
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,60.735
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,23.98
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,135.88
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,80.78
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,60.5
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,76.76
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,144.88
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,150.38
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,4.97
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,4.71
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,7.7
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,19.98
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,18.18
FUR-FU-10000175,DAX Wood Document Frame.,Furniture,8.235
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,25.98
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,2.33
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,5.08
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,25.98
FUR-FU-10000246,Aluminum Document Frame,Furniture,12.22
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,7.279999999999999
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,105.34
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,105.29
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,70.98
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,62.18
FUR-FU-10000320,OIC Stacking Trays,Furniture,3.005
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,19.94
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,14.98
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,15.98
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,29.34
FUR-FU-10000550,Stacking Trays by OIC,Furniture,4.48
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,167.87
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,13.79
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,11.76
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,8.57
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,41.32
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,6.28
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,45.98
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,Furniture,6.24
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,21.18
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,6.28
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,9.14
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,Furniture,15.29
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,51.94
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Furniture,3.89
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,7.58
FUR-FU-10001057,Tensor Track Tree Floor Lamp,Furniture,17.99
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,16.785
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,21.18
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,30.93
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,5.77
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,43.13
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,42.1
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,18.705
FUR-FU-10001424,Dax Clear Box Frame,Furniture,8.73
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furniture,136.78
FUR-FU-10001473,DAX Wood Document Frame,Furniture,13.73
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,17.58
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,6.98
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,84.78
FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,8.54
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,29.18
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,12.2
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,34.135
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,9.36
FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,3.08
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furniture,2.67
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,15.23
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Furniture,4.14
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,1.74
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,19.4
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,8.51
FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,25.98
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,10.52
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,4.73
FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,20.98
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,3.33
FUR-FU-10001940,Staple-based wall hangings,Furniture,6.37
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,15.99
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,40.97
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,40.78
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,13.335
FUR-FU-10002045,"Executive Impressions 14""",Furniture,22.23
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,7.18
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,Furniture,2.005
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Furniture,7.28
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,70.71
FUR-FU-10002157,Artistic Insta-Plaque,Furniture,15.68
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,Furniture,6.98
FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,2.76
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,34.35
FUR-FU-10002268,Ultra Door Push Plate,Furniture,4.91
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,88.78
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,7.38
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,41.47
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,10.06
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,9.48
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,5.82
FUR-FU-10002501,Nu-Dell Executive Frame,Furniture,11.375
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,2.3600000000000003
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,12.99
FUR-FU-10002508,Document Clip Frames,Furniture,7.505
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Furniture,21.990000000000002
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,23.99
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,4.94
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,13.4
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,18.7
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,45.115
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,15.98
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,20.24
FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,Furniture,31.91
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,28.48
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,4.34
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,90.98
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,99.23
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,5.02
FUR-FU-10002963,"Master Caster Door Stop, Gray",Furniture,5.08
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,4.84
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,38.815
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",Furniture,33.98
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,7.59
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Furniture,5.28
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Furniture,88.84
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,8.685
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,18.880000000000003
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,39.98
FUR-FU-10003274,Regeneration Desk Collection,Furniture,1.76
FUR-FU-10003347,Coloredge Poster Frame,Furniture,14.2
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,44.405
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,69.96
FUR-FU-10003424,Nu-Dell Oak Frame,Furniture,8.54
FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,20.28
FUR-FU-10003489,Contemporary Borderless Frame,Furniture,6.0249999999999995
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,27.42
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,55.02
FUR-FU-10003577,Nu-Dell Leatherette Frames,Furniture,14.34
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,73.78
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,21.65
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,95.46
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,12.35
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,60.65
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,8.37
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,9.98
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,79.52
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Furniture,15.82
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,17.78
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,105.95
FUR-FU-10003829,Stackable Trays,Furniture,3.08
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,7.5
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,20.24
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,13.75
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,16.36
FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,47.215
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,43.31
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,12.58
FUR-FU-10003981,Eldon Wave Desk Accessories,Furniture,2.08
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,42.65
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,86.02
FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,14.89
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,4.38
FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,20.24
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,104.01
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,22.23
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,37.55
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,34.23
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",Furniture,4.95
FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Furniture,102.3
FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",Furniture,20.28
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,5.9350000000000005
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,155.44
FUR-FU-10004351,Staple-based wall hangings,Furniture,8.765
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,3.58
FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",Furniture,35.36
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,5.975
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,8.38
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,38.85
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,54.2
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,136.98
FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,14.58
FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,14.14
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,14.14
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,63.94
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,51.65
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,41.4
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,25.58
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Furniture,60.78
FUR-FU-10004909,Contemporary Wood/Metal Frame,Furniture,9.695
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,54.74
