order_id,order_time,item_id,quantity,unit_price,total_amount,outlet_id,patron_id,payment_mode
ORD-50209,2025-01-19 22:52:00,M109,4,269.0,1076.0,OUT-BBSR,PAT-2002,Cash
ORD-50210,2025-01-27 21:13:00,M102,3,129.0,387.0,OUT-KOL,PAT-2019,Unknown
ORD-50211,2025-01-02 16:04:00,M106,4,179.0,716.0,OUT-BLR,PAT-2017,Unknown
ORD-50212,2025-03-03 08:45:00,M110,4,239.0,956.0,OUT-BBSR,PAT-2024,UPI
ORD-50213,2025-03-22 11:56:00,M102,2,129.0,258.0,OUT-KOL,PAT-2019,Card
ORD-50214,2025-02-16 21:57:00,M108,3,159.0,477.0,OUT-KOL,PAT-2016,Card
ORD-50215,2025-01-05 08:19:00,M110,2,239.0,478.0,OUT-BBSR,PAT-2003,Wallet
ORD-50216,2025-01-31 13:55:00,M103,3,329.0,987.0,OUT-KOL,PAT-2008,Card
ORD-50217,2025-03-30 13:26:00,M106,5,179.0,895.0,OUT-KOL,WALKIN,Cash
ORD-50218,2025-03-17 08:50:00,M106,3,179.0,537.0,OUT-BBSR,PAT-2006,Unknown
ORD-50219,2025-01-19 15:02:00,M112,3,199.0,597.0,OUT-BLR,PAT-2017,Cash
ORD-50220,2025-01-18 15:07:00,M108,3,159.0,477.0,OUT-KOL,PAT-2013,UPI
ORD-50221,2025-03-30 12:39:00,M109,1,269.0,269.0,OUT-KOL,PAT-2012,Wallet
ORD-50222,2025-02-07 19:34:00,M103,5,329.0,1645.0,OUT-KOL,PAT-2002,Cash
ORD-50223,2025-01-29 09:04:00,M103,4,329.0,1316.0,OUT-KOL,PAT-2001,Card
ORD-50224,2025-02-01 14:40:00,M106,4,179.0,716.0,OUT-KOL,PAT-2014,UPI
ORD-50225,2025-01-28 16:02:00,M105,3,149.0,447.0,OUT-BBSR,WALKIN,Cash
ORD-50226,2025-03-23 21:56:00,M101,1,249.0,249.0,OUT-BLR,PAT-2017,Card
ORD-50227,2025-01-29 14:56:00,M101,4,249.0,996.0,OUT-KOL,PAT-2023,Card
ORD-50228,2025-02-08 17:56:00,M101,1,249.0,249.0,OUT-KOL,PAT-2011,Unknown
ORD-50229,2025-02-06 11:09:00,M101,4,249.0,996.0,OUT-BLR,PAT-2020,Card
ORD-50230,2025-01-23 10:07:00,M101,2,249.0,498.0,OUT-KOL,PAT-2013,Wallet
ORD-50231,2025-02-10 08:39:00,M106,3,179.0,537.0,OUT-KOL,PAT-2025,Card
ORD-50232,2025-03-27 12:16:00,M104,4,299.0,1196.0,OUT-BBSR,PAT-2013,Card
ORD-50233,2025-03-06 12:27:00,M104,2,299.0,598.0,OUT-BBSR,PAT-2004,Card
ORD-50234,2025-01-19 13:50:00,M104,3,299.0,897.0,OUT-KOL,PAT-2025,Cash
ORD-50235,2025-03-04 19:11:00,M106,5,179.0,895.0,OUT-BBSR,PAT-2022,UPI
ORD-50236,2025-02-16 18:35:00,M111,4,189.0,756.0,OUT-KOL,PAT-2019,Unknown
ORD-50237,2025-03-15 21:23:00,M107,1,219.0,219.0,OUT-KOL,PAT-2006,Unknown
ORD-50238,2025-01-10 13:17:00,M103,3,329.0,987.0,OUT-BBSR,PAT-2006,Wallet
ORD-50239,2025-03-11 12:11:00,M107,3,219.0,657.0,OUT-BBSR,PAT-2010,Wallet
ORD-50240,2025-01-27 19:00:00,M103,3,329.0,987.0,OUT-BLR,PAT-2015,Card
ORD-50241,2025-02-14 14:06:00,M104,5,299.0,1495.0,OUT-BLR,PAT-2025,Card
ORD-50242,2025-03-23 15:24:00,M107,5,219.0,1095.0,OUT-BLR,PAT-2008,UPI
ORD-50243,2025-01-17 18:14:00,M103,1,329.0,329.0,OUT-BLR,PAT-2021,Unknown
ORD-50244,2025-03-23 13:27:00,M104,3,299.0,897.0,OUT-BBSR,PAT-2021,UPI
ORD-50245,2025-01-29 08:21:00,M111,2,189.0,378.0,OUT-BBSR,PAT-2015,UPI
ORD-50246,2025-02-25 21:48:00,M102,1,129.0,129.0,OUT-BBSR,PAT-2014,Unknown
ORD-50247,2025-01-18 15:42:00,M109,4,269.0,1076.0,OUT-KOL,PAT-2005,Card
ORD-50248,2025-01-19 14:27:00,M102,2,129.0,258.0,OUT-BBSR,PAT-2010,Card
ORD-50249,2025-01-29 12:31:00,M106,3,179.0,537.0,OUT-BLR,PAT-2019,Cash
ORD-50250,2025-01-19 13:18:00,M101,4,249.0,996.0,OUT-BLR,PAT-2006,UPI
ORD-50251,2025-01-17 10:19:00,M108,1,159.0,159.0,OUT-BBSR,PAT-2014,Wallet
ORD-50252,2025-03-31 08:07:00,M109,1,269.0,269.0,OUT-BBSR,PAT-2020,UPI
ORD-50253,2025-03-21 08:59:00,M103,3,329.0,987.0,OUT-KOL,PAT-2014,Cash
ORD-50254,2025-01-28 14:13:00,M107,4,219.0,876.0,OUT-BBSR,WALKIN,Cash
ORD-50255,2025-03-09 18:50:00,M112,3,199.0,597.0,OUT-KOL,PAT-2003,Cash
ORD-50256,2025-01-29 19:43:00,M103,4,329.0,1316.0,OUT-KOL,PAT-2008,Wallet
ORD-50257,2025-01-29 16:58:00,M102,2,129.0,258.0,OUT-BLR,WALKIN,UPI
ORD-50258,2025-01-22 17:15:00,M105,3,149.0,447.0,OUT-KOL,PAT-2011,Card
ORD-50259,2025-03-02 11:19:00,M110,1,239.0,239.0,OUT-BBSR,PAT-2005,Card
ORD-50260,2025-02-08 12:30:00,M101,4,249.0,996.0,OUT-BLR,PAT-2009,Unknown
ORD-50261,2025-02-27 21:47:00,M102,1,129.0,129.0,OUT-KOL,PAT-2006,Unknown
ORD-50262,2025-01-07 08:13:00,M107,4,219.0,876.0,OUT-BBSR,PAT-2022,UPI
ORD-50263,2025-03-06 15:58:00,M103,3,329.0,987.0,OUT-KOL,PAT-2023,Unknown
ORD-50264,2025-02-12 21:37:00,M112,1,199.0,199.0,OUT-BLR,PAT-2018,Card
ORD-50265,2025-03-25 16:40:00,M109,2,269.0,538.0,OUT-BBSR,PAT-2002,Card
