id,sale_id,amount,payment_status
196,196,7.408,Paid
197,197,6.048,Paid
198,198,46.26,Paid
199,199,2.946,Pending
200,200,16.056,Pending
201,201,21.744,Paid
202,202,218.75,Pending
203,203,2.6,Paid
204,204,66.284,Paid
205,205,35.168,Paid
206,206,444.768,Paid
207,207,83.92,Paid
208,208,131.98,Paid
209,209,15.92,Paid
210,210,52.29,Paid
211,211,91.99,Paid
212,212,20.8,Paid
213,213,23.68,Pending
214,214,452.45,Paid
215,215,62.982,Paid
216,216,1188.0,Paid
217,217,89.584,Paid
218,218,93.06,Paid
219,219,302.376,Paid
220,220,5.584,Paid
221,221,22.704,Pending
222,222,19.776,Paid
223,223,72.704,Paid
224,224,479.988,Paid
225,225,27.168,Paid
226,226,2.2,Paid
227,227,622.45,Paid
228,228,21.98,Paid
229,229,161.568,Paid
230,230,389.696,Paid
231,231,18.648,Paid
232,232,233.86,Paid
233,233,620.6145,Paid
234,234,5.328,Paid
235,235,258.072,Pending
236,236,617.976,Pending
237,237,10.56,Paid
238,238,25.92,Paid
239,239,419.68,Paid
240,240,11.688,Paid
241,241,31.984,Paid
242,242,177.225,Paid
243,243,4.044,Paid
244,244,7.408,Pending
245,245,2001.86,Paid
246,246,166.72,Paid
247,247,47.88,Paid
248,248,1503.25,Paid
249,249,25.92,Paid
250,250,321.568,Paid
251,251,7.61,Paid
252,252,3347.37,Paid
253,253,80.58,Paid
254,254,361.92,Paid
255,255,12.132,Paid
256,256,82.368,Paid
257,257,53.92,Paid
258,258,647.904,Paid
259,259,20.37,Paid
260,260,221.55,Paid
261,261,17.52,Paid
262,262,1.624,Paid
263,263,3059.982,Paid
264,264,2519.958,Paid
265,265,328.224,Pending
266,266,79.9,Pending
267,267,14.016,Paid
268,268,7.56,Paid
269,269,37.208,Paid
270,270,57.576,Paid
271,271,725.84,Paid
272,272,209.93,Paid
273,273,5.28,Paid
274,274,10.92,Paid
275,275,8.82,Paid
276,276,5.98,Paid
277,277,11.648,Pending
278,278,18.176,Paid
279,279,59.712,Paid
280,280,24.84,Paid
281,281,2.08,Paid
282,282,1114.4,Paid
283,283,1038.84,Paid
284,284,141.76,Pending
285,285,239.8,Paid
286,286,31.104,Paid
287,287,254.058,Paid
288,288,194.528,Paid
289,289,961.48,Pending
290,290,19.096,Paid
291,291,18.496,Paid
292,292,255.984,Paid
293,293,86.97,Paid
294,294,300.416,Paid
295,295,230.352,Paid
296,296,218.352,Paid
297,297,78.6,Paid
298,298,27.552,Paid
299,299,32.4,Paid
300,300,1082.48,Paid
301,301,56.91,Paid
302,302,77.6,Paid
303,303,14.28,Paid
304,304,219.075,Paid
305,305,26.8,Paid
306,306,9.84,Paid
307,307,45.48,Paid
308,308,289.2,Paid
309,309,4.89,Paid
310,310,15.136,Paid
311,311,466.768,Paid
312,312,15.232,Paid
313,313,6.264,Paid
314,314,87.54,Paid
315,315,178.384,Paid
316,316,15.552,Paid
317,317,99.136,Paid
318,318,135.882,Paid
319,319,3991.98,Paid
320,320,275.94,Paid
321,321,360.0,Paid
322,322,43.57,Paid
323,323,7.16,Paid
324,324,251.52,Paid
325,325,99.99,Paid
326,326,15.992,Paid
327,327,290.898,Paid
328,328,54.224,Paid
329,329,786.744,Pending
330,330,100.24,Paid
331,331,37.764,Paid
332,332,82.8,Paid
333,333,20.724,Paid
334,334,4.896,Paid
335,335,4.752,Paid
336,336,959.984,Paid
337,337,14.368,Paid
338,338,7.712,Paid
339,339,698.352,Paid
340,340,4.96,Paid
341,341,17.856,Paid
342,342,509.97,Paid
343,343,30.992,Paid
344,344,71.928,Paid
345,345,88.8,Paid
346,346,47.976,Paid
347,347,7.56,Paid
348,348,24.56,Paid
349,349,12.96,Paid
350,350,6.79,Paid
351,351,24.56,Paid
352,352,3.048,Paid
353,353,49.12,Paid
354,354,4355.168,Paid
355,355,388.704,Paid
356,356,8.26,Pending
357,357,17.04,Paid
358,358,34.4,Paid
359,359,36.24,Paid
360,360,647.84,Paid
361,361,20.7,Paid
362,362,20.7,Paid
363,363,488.646,Paid
364,364,5.56,Paid
365,365,47.12,Paid
366,366,211.96,Paid
367,367,23.2,Paid
368,368,7.36,Paid
369,369,104.79,Paid
370,370,1043.92,Paid
371,371,25.92,Paid
372,372,53.424,Pending
373,373,8.16,Paid
374,374,1023.936,Paid
375,375,9.24,Paid
376,376,479.04,Paid
377,377,99.136,Paid
378,378,1488.424,Paid
379,379,8.652,Pending
380,380,23.832,Paid
381,381,12.176,Paid
382,382,50.96,Paid
383,383,49.536,Paid
384,384,41.9,Paid
385,385,375.4575,Paid
386,386,83.976,Paid
387,387,482.34,Paid
388,388,2.96,Paid
389,389,2.624,Paid
390,390,23.36,Paid
391,391,39.98,Paid
392,392,246.384,Paid
393,393,1799.97,Paid
394,394,12.462,Paid
395,395,75.792,Paid
396,396,49.96,Paid
397,397,12.96,Paid
398,398,70.12,Paid
399,399,35.952,Paid
400,400,2396.2656,Paid
401,401,131.136,Paid
402,402,57.584,Paid
403,403,9.568,Paid
404,404,39.072,Paid
405,405,35.91,Paid
406,406,179.95,Paid
407,407,1199.976,Paid
408,408,27.15,Paid
409,409,1004.024,Paid
410,410,9.68,Paid
411,411,28.35,Paid
412,412,55.98,Paid
413,413,1336.829,Paid
414,414,113.568,Paid
415,415,139.86,Paid
416,416,307.136,Paid
417,417,95.92,Paid
418,418,383.8,Paid
419,419,5.78,Paid
420,420,9.32,Paid
421,421,15.25,Pending
422,422,196.752,Paid
423,423,56.56,Pending
424,424,32.7,Paid
425,425,866.4,Paid
426,426,28.4,Paid
427,427,287.92,Paid
428,428,69.99,Paid
429,429,6.672,Paid
430,430,189.588,Paid
431,431,408.744,Paid
432,432,291.96,Paid
433,433,4.768,Paid
434,434,714.3,Pending
435,435,4.812,Paid
436,436,247.8,Pending
437,437,1007.979,Paid
438,438,313.488,Paid
439,439,31.872,Paid
440,440,207.846,Paid
441,441,12.22,Paid
442,442,194.94,Paid
443,443,70.95,Paid
444,444,91.36,Paid
445,445,242.94,Pending
446,446,22.05,Paid
447,447,2.91,Paid
448,448,59.52,Paid
449,449,161.94,Paid
450,450,263.88,Paid
451,451,30.48,Paid
452,452,9.84,Paid
453,453,35.12,Paid
454,454,284.364,Paid
455,455,665.408,Paid
456,456,63.88,Paid
457,457,129.568,Pending
458,458,747.558,Paid
459,459,8.928,Paid
460,460,103.92,Paid
461,461,899.91,Paid
462,462,51.312,Paid
463,463,23.56,Paid
464,464,1272.63,Pending
465,465,28.485,Paid
466,466,185.376,Pending
467,467,78.272,Paid
468,468,254.744,Paid
469,469,205.3328,Paid
470,470,4.788,Pending
471,471,55.48,Paid
472,472,340.92,Paid
473,473,222.666,Pending
474,474,703.968,Paid
475,475,92.52,Paid
476,476,62.65,Paid
477,477,94.85,Paid
478,478,95.76,Paid
479,479,40.2,Paid
480,480,14.7,Paid
481,481,704.25,Paid
482,482,9.09,Paid
483,483,5.96,Paid
484,484,159.98,Paid
485,485,29.6,Paid
486,486,514.165,Paid
487,487,279.96,Paid
488,488,2735.952,Paid
489,489,7.992,Pending
490,490,63.984,Paid
491,491,70.368,Paid
492,492,449.15,Paid
493,493,11.07,Paid
494,494,93.98,Paid
495,495,189.882,Paid
496,496,105.42,Paid
497,497,119.616,Paid
498,498,255.76,Paid
499,499,241.568,Paid
500,500,69.3,Paid
501,501,22.62,Paid
502,502,14.952,Paid
503,503,801.568,Paid
504,504,2.376,Paid
505,505,32.792,Paid
506,506,15.92,Paid
507,507,2.74,Paid
508,508,8.34,Paid
509,509,46.74,Paid
510,510,6354.95,Paid
511,511,126.3,Pending
512,512,38.04,Paid
513,513,7.152,Paid
514,514,6.63,Paid
515,515,5.88,Paid
516,516,2999.95,Paid
517,517,51.45,Paid
518,518,11.96,Paid
519,519,1126.02,Pending
520,520,18.392,Paid
521,521,129.568,Pending
522,522,14.112,Paid
523,523,210.98,Paid
524,524,55.176,Paid
525,525,66.26,Paid
526,526,22.2,Paid
527,527,683.952,Paid
528,528,45.696,Paid
529,529,36.336,Paid
530,530,666.248,Paid
531,531,52.512,Paid
532,532,190.72,Paid
533,533,47.94,Paid
534,534,979.95,Paid
535,535,22.75,Paid
536,536,16.768,Paid
537,537,42.616,Paid
538,538,10.752,Pending
539,539,152.94,Paid
540,540,283.92,Paid
541,541,468.9,Paid
542,542,380.864,Paid
543,543,646.776,Paid
544,544,58.112,Paid
545,545,100.792,Paid
546,546,66.112,Paid
547,547,41.28,Paid
548,548,13.36,Paid
549,549,250.272,Paid
550,550,11.364,Paid
551,551,8.72,Paid
552,552,1121.568,Paid
553,553,34.504,Paid
554,554,10.824,Paid
555,555,1295.78,Paid
556,556,19.456,Paid
557,557,20.7,Paid
558,558,1335.68,Paid
559,559,32.4,Paid
560,560,42.6,Paid
561,561,84.056,Paid
562,562,13.0,Paid
563,563,13.128,Paid
564,564,3.96,Paid
565,565,2.61,Paid
566,566,374.376,Paid
567,567,91.84,Paid
568,568,81.088,Pending
569,569,19.44,Paid
570,570,451.152,Paid
571,571,72.45,Paid
572,572,13.96,Paid
573,573,33.264,Paid
574,574,14.85,Paid
575,575,8.82,Paid
576,576,160.72,Paid
577,577,19.92,Paid
578,578,7.3,Paid
579,579,69.712,Paid
580,580,8.792,Paid
581,581,51.52,Paid
582,582,470.376,Paid
583,583,105.584,Paid
584,584,31.152,Paid
585,585,6.783,Paid
586,586,406.368,Paid
587,587,70.98,Paid
588,588,294.93,Paid
589,589,84.784,Paid
590,590,20.736,Paid
591,591,16.821,Paid
592,592,10.368,Paid
593,593,9.344,Paid
594,594,31.2,Paid
595,595,76.12,Paid
596,596,1199.976,Paid
597,597,445.96,Paid
598,598,327.76,Paid
599,599,11.632,Paid
600,600,143.982,Paid
601,601,494.376,Paid
602,602,5.84,Pending
603,603,142.776,Paid
604,604,45.696,Paid
605,605,7.218,Paid
606,606,43.188,Pending
607,607,131.904,Paid
608,608,3.282,Paid
609,609,21.168,Paid
610,610,55.188,Paid
611,611,369.576,Paid
612,612,15.712,Paid
613,613,8.448,Pending
614,614,728.946,Paid
615,615,119.94,Paid
616,616,3.648,Paid
617,617,40.48,Paid
618,618,9.94,Paid
619,619,107.424,Paid
620,620,37.91,Paid
621,621,88.02,Paid
622,622,8.69,Paid
623,623,301.96,Paid
624,624,555.21,Paid
625,625,523.48,Paid
626,626,161.82,Paid
627,627,35.56,Paid
628,628,97.16,Paid
629,629,15.24,Paid
630,630,13.23,Paid
631,631,243.384,Paid
632,632,119.8,Paid
633,633,300.768,Paid
634,634,17.88,Paid
635,635,235.944,Paid
636,636,392.94,Paid
637,637,18.882,Paid
638,638,122.328,Paid
639,639,1049.2,Paid
640,640,15.424,Paid
641,641,18.84,Paid
642,642,330.4,Paid
643,643,26.25,Paid
644,644,132.52,Paid
645,645,6.48,Paid
646,646,209.3,Paid
647,647,31.56,Paid
648,648,30.144,Paid
649,649,14.8,Paid
650,650,302.376,Paid
651,651,316.0,Paid
652,652,379.4,Paid
653,653,97.82,Paid
654,654,103.12,Paid
655,655,113.552,Paid
656,656,3.318,Paid
657,657,134.288,Paid
658,658,701.372,Paid
659,659,2.308,Paid
660,660,999.432,Paid
661,661,724.08,Paid
662,662,918.785,Paid
663,663,2.724,Paid
664,664,459.95,Paid
665,665,10.74,Paid
666,666,23.76,Paid
667,667,85.056,Paid
668,668,381.576,Paid
669,669,30.36,Pending
670,670,23.976,Paid
671,671,108.925,Paid
672,672,36.352,Paid
673,673,19.56,Paid
674,674,61.44,Paid
675,675,38.9,Paid
676,676,99.39,Paid
677,677,2.688,Paid
678,678,27.816,Paid
679,679,82.524,Paid
680,680,182.994,Paid
681,681,14.352,Pending
682,682,64.96,Paid
683,683,68.6,Paid
684,684,7999.98,Pending
685,685,167.44,Paid
686,686,479.97,Pending
687,687,14.62,Paid
688,688,19.44,Paid
689,689,191.984,Paid
690,690,104.01,Paid
691,691,284.82,Paid
692,692,36.84,Pending
693,693,166.24,Paid
694,694,33.4,Paid
695,695,198.272,Paid
696,696,47.36,Paid
697,697,200.984,Paid
698,698,97.696,Paid
699,699,2.696,Paid
700,700,18.588,Paid
701,701,4.896,Paid
702,702,15.072,Paid
703,703,209.88,Paid
704,704,369.912,Paid
705,705,10.368,Paid
706,706,166.84,Paid
707,707,15.216,Paid
708,708,119.96,Paid
709,709,883.92,Paid
710,710,46.72,Paid
711,711,55.48,Paid
712,712,24.448,Paid
713,713,281.34,Paid
714,714,307.98,Paid
715,715,299.97,Paid
716,716,19.92,Paid
717,717,9.94,Paid
718,718,103.056,Paid
719,719,59.808,Paid
720,720,73.32,Paid
721,721,146.82,Paid
722,722,1652.94,Paid
723,723,296.37,Paid
724,724,129.92,Paid
725,725,45.584,Paid
726,726,17.568,Paid
727,727,55.992,Pending
728,728,182.72,Paid
729,729,400.032,Paid
730,730,33.63,Pending
731,731,542.646,Paid
732,732,6.3,Pending
733,733,242.94,Paid
734,734,179.97,Paid
735,735,99.696,Paid
736,736,27.936,Paid
737,737,84.98,Paid
738,738,18.72,Paid
739,739,49.98,Paid
740,740,11.784,Paid
741,741,272.736,Paid
742,742,3.54,Paid
743,743,51.52,Pending
744,744,3.528,Paid
745,745,4.624,Paid
746,746,55.168,Paid
747,747,567.12,Paid
748,748,359.32,Paid
749,749,11.992,Paid
750,750,58.05,Paid
751,751,157.74,Paid
752,752,56.98,Paid
753,753,2.88,Paid
754,754,1199.976,Paid
755,755,79.92,Paid
756,756,383.438,Paid
757,757,24.56,Paid
758,758,119.8,Paid
759,759,13.128,Paid
760,760,22.72,Paid
761,761,58.32,Paid
762,762,12.39,Paid
763,763,107.982,Paid
764,764,11.36,Paid
765,765,50.94,Paid
766,766,646.74,Paid
767,767,5.64,Paid
768,768,572.58,Paid
769,769,310.88,Paid
770,770,641.96,Paid
771,771,18.28,Paid
772,772,207.0,Paid
773,773,32.35,Paid
774,774,7.71,Paid
775,775,40.3,Paid
776,776,34.58,Paid
777,777,32.76,Paid
778,778,544.008,Paid
779,779,59.94,Paid
780,780,23.92,Paid
781,781,4.28,Paid
782,782,32.07,Paid
783,783,24.0,Paid
784,784,35.49,Paid
785,785,47.984,Paid
786,786,186.69,Paid
787,787,17.456,Paid
788,788,348.928,Paid
789,789,143.96,Paid
790,790,15.42,Pending
791,791,43.04,Paid
792,792,332.94,Paid
793,793,1363.96,Paid
794,794,9.96,Paid
795,795,21.72,Paid
796,796,20.16,Paid
797,797,132.79,Paid
798,798,12.96,Paid
799,799,21.56,Paid
800,800,283.92,Paid
801,801,22.23,Paid
802,802,215.968,Paid
803,803,355.32,Paid
804,804,12.96,Paid
805,805,18.28,Paid
806,806,43.176,Paid
807,807,1983.968,Pending
808,808,28.4,Paid
809,809,149.97,Paid
810,810,11.52,Paid
811,811,1298.55,Paid
812,812,213.92,Paid
813,813,25.78,Paid
814,814,18.28,Paid
815,815,1399.93,Paid
816,816,51.84,Paid
817,817,5.344,Paid
818,818,41.472,Paid
819,819,3.168,Paid
820,820,1228.465,Paid
821,821,31.086,Paid
822,822,335.52,Paid
823,823,239.97,Paid
824,824,9.82,Paid
825,825,67.8,Paid
826,826,167.97,Paid
827,827,35.0,Paid
828,828,37.24,Paid
829,829,15.28,Paid
830,830,301.96,Paid
831,831,180.66,Pending
832,832,191.98,Paid
833,833,65.99,Paid
834,834,35.216,Pending
835,835,23.696,Paid
836,836,265.475,Paid
837,837,51.184,Paid
838,838,9.664,Paid
839,839,21.072,Paid
840,840,60.45,Paid
841,841,11.52,Paid
842,842,186.048,Pending
843,843,37.44,Paid
844,844,26.976,Paid
845,845,11.36,Paid
846,846,14.62,Paid
847,847,83.72,Paid
848,848,287.94,Paid
849,849,48.896,Paid
850,850,115.36,Paid
851,851,5.16,Paid
852,852,38.88,Paid
853,853,185.88,Paid
854,854,44.46,Paid
855,855,242.94,Paid
856,856,39.96,Paid
857,857,102.3,Pending
858,858,21.36,Paid
859,859,7.61,Paid
860,860,7.16,Paid
861,861,7.36,Paid
862,862,23.1,Paid
863,863,191.472,Paid
864,864,5.248,Paid
865,865,59.184,Paid
866,866,2.89,Paid
867,867,51.94,Paid
868,868,15.936,Paid
869,869,44.91,Paid
870,870,1141.47,Paid
871,871,280.782,Paid
872,872,34.44,Paid
873,873,11.36,Paid
874,874,106.344,Paid
875,875,192.16,Paid
876,876,322.59,Paid
877,877,29.99,Paid
878,878,371.97,Pending
879,879,5.892,Paid
880,880,68.472,Pending
881,881,1242.9,Paid
882,882,30.84,Paid
883,883,13.48,Paid
884,884,31.4,Paid
885,885,17.46,Pending
886,886,13.944,Paid
887,887,83.76,Paid
888,888,37.66,Paid
889,889,34.68,Pending
890,890,149.95,Paid
891,891,51.312,Paid
892,892,4.54,Paid
893,893,15.92,Paid
894,894,543.92,Paid
895,895,155.82,Paid
896,896,70.008,Paid
897,897,15.648,Paid
898,898,103.6,Paid
899,899,46.96,Pending
900,900,8.904,Paid
901,901,10.44,Paid
902,902,18.336,Paid
903,903,323.976,Paid
904,904,20.04,Paid
905,905,64.96,Paid
906,906,12.96,Paid
907,907,323.136,Paid
908,908,90.93,Paid
909,909,52.776,Pending
910,910,1199.8,Paid
911,911,1928.78,Paid
912,912,352.38,Paid
913,913,22.2,Paid
914,914,46.94,Paid
915,915,143.73,Paid
916,916,99.918,Paid
917,917,797.944,Paid
918,918,8.568,Paid
919,919,149.352,Paid
920,920,12.992,Paid
921,921,24.56,Paid
922,922,85.14,Paid
923,923,21.99,Paid
924,924,406.6,Paid
925,925,841.568,Paid
926,926,15.552,Paid
927,927,252.0,Pending
928,928,46.2,Paid
929,929,28.84,Paid
930,930,14.592,Paid
931,931,89.856,Paid
932,932,13.872,Paid
933,933,12.192,Paid
934,934,45.056,Paid
935,935,29.718,Paid
936,936,15.552,Paid
937,937,447.696,Paid
938,938,159.99,Pending
939,939,12.96,Paid
940,940,134.48,Paid
941,941,17.12,Paid
942,942,6.096,Paid
943,943,1114.272,Paid
944,944,32.4,Paid
945,945,540.57,Paid
946,946,167.76,Paid
947,947,393.165,Paid
948,948,516.488,Paid
949,949,1007.232,Paid
950,950,2065.32,Paid
951,951,15.552,Paid
952,952,25.344,Paid
953,953,25.472,Pending
954,954,27.168,Paid
955,955,78.8528,Paid
956,956,173.8,Paid
957,957,29.592,Pending
958,958,4.752,Paid
959,959,15.552,Paid
960,960,204.6,Paid
961,961,321.568,Paid
962,962,6.24,Paid
963,963,21.88,Paid
964,964,4.608,Paid
965,965,9.82,Paid
966,966,35.97,Paid
967,967,12.96,Paid
968,968,191.6,Paid
969,969,8.64,Paid
970,970,501.81,Pending
971,971,127.104,Paid
972,972,124.2,Paid
973,973,18.588,Paid
974,974,30.072,Paid
975,975,160.93,Pending
976,976,75.792,Paid
977,977,1.08,Paid
978,978,3059.982,Paid
979,979,3.282,Paid
980,980,34.02,Paid
981,981,599.292,Paid
982,982,3.392,Paid
983,983,559.984,Paid
984,984,603.92,Paid
985,985,7.968,Paid
986,986,27.968,Paid
987,987,336.51,Paid
988,988,1.112,Paid
989,989,520.05,Paid
990,990,17.97,Pending
991,991,1166.92,Paid
992,992,14.624,Paid
993,993,10.23,Paid
994,994,154.9,Paid
995,995,2715.93,Paid
996,996,617.97,Paid
997,997,10.67,Paid
998,998,36.63,Pending
999,999,24.1,Paid
1000,1000,33.11,Paid
1001,1001,44.02,Paid
1002,1002,2309.65,Paid
1003,1003,1090.782,Paid
1004,1004,19.44,Paid
1005,1005,484.65,Pending
1006,1006,115.296,Paid
1007,1007,7.08,Paid
1008,1008,4.401,Paid
1009,1009,44.75,Paid
1010,1010,95.984,Paid
1011,1011,151.72,Paid
1012,1012,155.25,Paid
1013,1013,14.03,Paid
1014,1014,1618.37,Paid
1015,1015,99.6,Paid
1016,1016,32.4,Paid
1017,1017,13.96,Paid
1018,1018,155.82,Paid
1019,1019,124.95,Paid
1020,1020,601.65,Paid
1021,1021,22.74,Paid
1022,1022,1267.53,Paid
1023,1023,1379.92,Paid
1024,1024,6.208,Paid
1025,1025,11.808,Paid
1026,1026,15.552,Paid
1027,1027,63.312,Pending
1028,1028,15.588,Pending
1029,1029,177.2,Paid
1030,1030,197.97,Paid
1031,1031,854.94,Paid
1032,1032,124.11,Paid
1033,1033,14.4,Paid
1034,1034,15.696,Paid
1035,1035,2.628,Paid
1036,1036,14.427,Paid
1037,1037,86.62,Paid
1038,1038,36.624,Paid
1039,1039,23.968,Paid
1040,1040,28.728,Paid
1041,1041,697.16,Paid
1042,1042,31.86,Paid
1043,1043,722.352,Paid
1044,1044,8.84,Pending
1045,1045,58.464,Paid
1046,1046,254.604,Paid
1047,1047,1363.96,Paid
1048,1048,102.36,Paid
1049,1049,1113.504,Paid
1050,1050,99.99,Pending
1051,1051,168.464,Paid
1052,1052,6.72,Paid
1053,1053,282.888,Paid
1054,1054,11.16,Paid
1055,1055,108.4,Paid
1056,1056,82.344,Paid
1057,1057,9.088,Paid
1058,1058,19.936,Paid
1059,1059,65.568,Paid
1060,1060,4.416,Paid
1061,1061,107.772,Paid
1062,1062,45.216,Paid
1063,1063,10.416,Paid
1064,1064,7.872,Paid
1065,1065,118.782,Paid
1066,1066,1.448,Paid
1067,1067,55.47,Pending
1068,1068,194.848,Pending
1069,1069,1.744,Paid
1070,1070,25.176,Pending
1071,1071,19.46,Paid
1072,1072,29.472,Paid
1073,1073,8.64,Paid
1074,1074,6.27,Paid
1075,1075,4.368,Paid
1076,1076,31.984,Paid
1077,1077,40.88,Paid
1078,1078,119.96,Paid
1079,1079,31.44,Paid
1080,1080,6.88,Pending
1081,1081,19.92,Paid
1082,1082,1106.91,Paid
1083,1083,836.592,Paid
1084,1084,26.38,Paid
1085,1085,362.92,Paid
1086,1086,4899.93,Paid
1087,1087,6.48,Paid
1088,1088,71.976,Paid
1089,1089,3.15,Paid
1090,1090,31.984,Paid
1091,1091,71.984,Paid
1092,1092,120.15,Paid
1093,1093,219.184,Paid
1094,1094,28.9,Paid
1095,1095,355.96,Paid
1096,1096,348.208,Pending
1097,1097,35.784,Pending
1098,1098,447.84,Paid
1099,1099,7.04,Paid
1100,1100,8.73,Paid
1101,1101,29.29,Paid
1102,1102,8.64,Paid
1103,1103,2.694,Paid
1104,1104,2.934,Paid
1105,1105,22.92,Paid
1106,1106,100.704,Pending
1107,1107,2.328,Paid
1108,1108,10.78,Paid
1109,1109,58.368,Paid
1110,1110,40.968,Paid
1111,1111,71.96,Paid
1112,1112,10.368,Paid
1113,1113,1.192,Paid
1114,1114,46.672,Paid
1115,1115,119.833,Paid
1116,1116,119.98,Paid
1117,1117,6.3,Pending
1118,1118,279.9,Paid
1119,1119,619.95,Paid
1120,1120,4.36,Paid
1121,1121,15.28,Paid
1122,1122,699.93,Paid
1123,1123,22.96,Paid
1124,1124,38.6,Paid
1125,1125,6.63,Paid
1126,1126,23.34,Paid
1127,1127,1067.94,Paid
1128,1128,10.16,Paid
1129,1129,101.88,Paid
1130,1130,343.92,Paid
1131,1131,40.99,Paid
1132,1132,63.9,Paid
1133,1133,19.44,Paid
1134,1134,124.608,Paid
1135,1135,7.56,Paid
